"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN3100500000000 ,31,5," Arthur County, NE                        ",   Feb-20  ,231,218,13,5.6
 CN3100700000000 ,31,7," Banner County, NE                        ",   Feb-20  ,388,377,11,2.8
 CN3100900000000 ,31,9," Blaine County, NE                        ",   Feb-20  ,261,250,11,4.2
 CN3101100000000 ,31,11," Boone County, NE                         ",   Feb-20  ,"2,996","2,912",84,2.8
 CN3101300000000 ,31,13," Box Butte County, NE                     ",   Feb-20  ,"5,373","5,209",164,3.1
 CN3101500000000 ,31,15," Boyd County, NE                          ",   Feb-20  ,"1,076","1,044",32,3
 CN3101700000000 ,31,17," Brown County, NE                         ",   Feb-20  ,"1,400","1,356",44,3.1
 CN3101900000000 ,31,19," Buffalo County, NE                       ",   Feb-20  ,"28,129","27,413",716,2.5
 CN3102100000000 ,31,21," Burt County, NE                          ",   Feb-20  ,"3,590","3,447",143,4
 CN3102300000000 ,31,23," Butler County, NE                        ",   Feb-20  ,"4,581","4,467",114,2.5
 CN3102500000000 ,31,25," Cass County, NE                          ",   Feb-20  ,"13,655","13,177",478,3.5
 CN3102700000000 ,31,27," Cedar County, NE                         ",   Feb-20  ,"4,468","4,350",118,2.6
 CN3102900000000 ,31,29," Chase County, NE                         ",   Feb-20  ,"2,321","2,275",46,2
 CN3103100000000 ,31,31," Cherry County, NE                        ",   Feb-20  ,"3,294","3,212",82,2.5
 CN3103300000000 ,31,33," Cheyenne County, NE                      ",   Feb-20  ,"4,254","4,109",145,3.4
 CN3103500000000 ,31,35," Clay County, NE                          ",   Feb-20  ,"3,259","3,154",105,3.2
 CN3103700000000 ,31,37," Colfax County, NE                        ",   Feb-20  ,"5,646","5,507",139,2.5
 CN3103900000000 ,31,39," Cuming County, NE                        ",   Feb-20  ,"4,831","4,709",122,2.5
 CN3104100000000 ,31,41," Custer County, NE                        ",   Feb-20  ,"6,401","6,260",141,2.2
 CN3104300000000 ,31,43," Dakota County, NE                        ",   Feb-20  ,"10,850","10,355",495,4.6
 CN3104500000000 ,31,45," Dawes County, NE                         ",   Feb-20  ,"5,007","4,889",118,2.4
 CN3104700000000 ,31,47," Dawson County, NE                        ",   Feb-20  ,"13,347","12,932",415,3.1
 CN3104900000000 ,31,49," Deuel County, NE                         ",   Feb-20  ,952,929,23,2.4
 CN3105100000000 ,31,51," Dixon County, NE                         ",   Feb-20  ,"3,033","2,936",97,3.2
 CN3105300000000 ,31,53," Dodge County, NE                         ",   Feb-20  ,"20,210","19,637",573,2.8
 CN3105500000000 ,31,55," Douglas County, NE                       ",   Feb-20  ,"301,810","291,768","10,042",3.3
 CN3105700000000 ,31,57," Dundy County, NE                         ",   Feb-20  ,"1,175","1,150",25,2.1
 CN3105900000000 ,31,59," Fillmore County, NE                      ",   Feb-20  ,"3,190","3,114",76,2.4
 CN3106100000000 ,31,61," Franklin County, NE                      ",   Feb-20  ,"1,505","1,461",44,2.9
 CN3106300000000 ,31,63," Frontier County, NE                      ",   Feb-20  ,"1,606","1,549",57,3.5
 CN3106500000000 ,31,65," Furnas County, NE                        ",   Feb-20  ,"2,567","2,500",67,2.6
 CN3106700000000 ,31,67," Gage County, NE                          ",   Feb-20  ,"11,032","10,632",400,3.6
 CN3106900000000 ,31,69," Garden County, NE                        ",   Feb-20  ,"1,063","1,025",38,3.6
 CN3107100000000 ,31,71," Garfield County, NE                      ",   Feb-20  ,"1,172","1,145",27,2.3
 CN3107300000000 ,31,73," Gosper County, NE                        ",   Feb-20  ,"1,061","1,038",23,2.2
 CN3107500000000 ,31,75," Grant County, NE                         ",   Feb-20  ,421,411,10,2.4
 CN3107700000000 ,31,77," Greeley County, NE                       ",   Feb-20  ,"1,241","1,209",32,2.6
 CN3107900000000 ,31,79," Hall County, NE                          ",   Feb-20  ,"32,065","30,848","1,217",3.8
 CN3108100000000 ,31,81," Hamilton County, NE                      ",   Feb-20  ,"4,841","4,700",141,2.9
 CN3108300000000 ,31,83," Harlan County, NE                        ",   Feb-20  ,"1,737","1,689",48,2.8
 CN3108500000000 ,31,85," Hayes County, NE                         ",   Feb-20  ,624,605,19,3
 CN3108700000000 ,31,87," Hitchcock County, NE                     ",   Feb-20  ,"1,301","1,255",46,3.5
 CN3108900000000 ,31,89," Holt County, NE                          ",   Feb-20  ,"5,740","5,591",149,2.6
 CN3109100000000 ,31,91," Hooker County, NE                        ",   Feb-20  ,376,363,13,3.5
 CN3109300000000 ,31,93," Howard County, NE                        ",   Feb-20  ,"3,371","3,272",99,2.9
 CN3109500000000 ,31,95," Jefferson County, NE                     ",   Feb-20  ,"4,179","4,063",116,2.8
 CN3109700000000 ,31,97," Johnson County, NE                       ",   Feb-20  ,"2,083","2,001",82,3.9
 CN3109900000000 ,31,99," Kearney County, NE                       ",   Feb-20  ,"3,833","3,747",86,2.2
 CN3110100000000 ,31,101," Keith County, NE                         ",   Feb-20  ,"4,500","4,371",129,2.9
 CN3110300000000 ,31,103," Keya Paha County, NE                     ",   Feb-20  ,620,607,13,2.1
 CN3110500000000 ,31,105," Kimball County, NE                       ",   Feb-20  ,"1,984","1,925",59,3
 CN3110700000000 ,31,107," Knox County, NE                          ",   Feb-20  ,"4,644","4,482",162,3.5
 CN3110900000000 ,31,109," Lancaster County, NE                     ",   Feb-20  ,"179,779","174,954","4,825",2.7
 CN3111100000000 ,31,111," Lincoln County, NE                       ",   Feb-20  ,"18,241","17,634",607,3.3
 CN3111300000000 ,31,113," Logan County, NE                         ",   Feb-20  ,476,465,11,2.3
 CN3111500000000 ,31,115," Loup County, NE                          ",   Feb-20  ,414,397,17,4.1
 CN3111700000000 ,31,117," McPherson County, NE                     ",   Feb-20  ,451,434,17,3.8
 CN3111900000000 ,31,119," Madison County, NE                       ",   Feb-20  ,"19,767","19,165",602,3
 CN3112100000000 ,31,121," Merrick County, NE                       ",   Feb-20  ,"4,055","3,941",114,2.8
 CN3112300000000 ,31,123," Morrill County, NE                       ",   Feb-20  ,"2,623","2,526",97,3.7
 CN3112500000000 ,31,125," Nance County, NE                         ",   Feb-20  ,"1,971","1,914",57,2.9
 CN3112700000000 ,31,127," Nemaha County, NE                        ",   Feb-20  ,"3,679","3,569",110,3
 CN3112900000000 ,31,129," Nuckolls County, NE                      ",   Feb-20  ,"2,491","2,409",82,3.3
 CN3113100000000 ,31,131," Otoe County, NE                          ",   Feb-20  ,"8,345","8,101",244,2.9
 CN3113300000000 ,31,133," Pawnee County, NE                        ",   Feb-20  ,"1,508","1,476",32,2.1
 CN3113500000000 ,31,135," Perkins County, NE                       ",   Feb-20  ,"1,852","1,814",38,2.1
 CN3113700000000 ,31,137," Phelps County, NE                        ",   Feb-20  ,"5,026","4,908",118,2.3
 CN3113900000000 ,31,139," Pierce County, NE                        ",   Feb-20  ,"4,089","3,973",116,2.8
 CN3114100000000 ,31,141," Platte County, NE                        ",   Feb-20  ,"17,823","17,322",501,2.8
 CN3114300000000 ,31,143," Polk County, NE                          ",   Feb-20  ,"2,954","2,855",99,3.4
 CN3114500000000 ,31,145," Red Willow County, NE                    ",   Feb-20  ,"5,885","5,717",168,2.9
 CN3114700000000 ,31,147," Richardson County, NE                    ",   Feb-20  ,"4,271","4,147",124,2.9
 CN3114900000000 ,31,149," Rock County, NE                          ",   Feb-20  ,886,867,19,2.1
 CN3115100000000 ,31,151," Saline County, NE                        ",   Feb-20  ,"7,511","7,246",265,3.5
 CN3115300000000 ,31,153," Sarpy County, NE                         ",   Feb-20  ,"97,941","95,074","2,867",2.9
 CN3115500000000 ,31,155," Saunders County, NE                      ",   Feb-20  ,"11,360","11,034",326,2.9
 CN3115700000000 ,31,157," Scotts Bluff County, NE                  ",   Feb-20  ,"18,219","17,556",663,3.6
 CN3115900000000 ,31,159," Seward County, NE                        ",   Feb-20  ,"9,022","8,778",244,2.7
 CN3116100000000 ,31,161," Sheridan County, NE                      ",   Feb-20  ,"2,759","2,690",69,2.5
 CN3116300000000 ,31,163," Sherman County, NE                       ",   Feb-20  ,"1,678","1,621",57,3.4
 CN3116500000000 ,31,165," Sioux County, NE                         ",   Feb-20  ,752,737,15,2
 CN3116700000000 ,31,167," Stanton County, NE                       ",   Feb-20  ,"3,524","3,429",95,2.7
 CN3116900000000 ,31,169," Thayer County, NE                        ",   Feb-20  ,"2,765","2,700",65,2.4
 CN3117100000000 ,31,171," Thomas County, NE                        ",   Feb-20  ,444,423,21,4.7
 CN3117300000000 ,31,173," Thurston County, NE                      ",   Feb-20  ,"3,062","2,944",118,3.9
 CN3117500000000 ,31,175," Valley County, NE                        ",   Feb-20  ,"2,157","2,094",63,2.9
 CN3117700000000 ,31,177," Washington County, NE                    ",   Feb-20  ,"11,344","10,999",345,3
 CN3117900000000 ,31,179," Wayne County, NE                         ",   Feb-20  ,"5,936","5,797",139,2.3
 CN3118100000000 ,31,181," Webster County, NE                       ",   Feb-20  ,"1,688","1,621",67,4
 CN3118300000000 ,31,183," Wheeler County, NE                       ",   Feb-20  ,530,517,13,2.5
 CN3118500000000 ,31,185," York County, NE                          ",   Feb-20  ,"7,289","7,099",190,2.6
 CN3200100000000 ,32,1," Churchill County, NV                     ",   Feb-20  ,"11,562","11,165",397,3.4
 CN3200300000000 ,32,3," Clark County, NV                         ",   Feb-20  ,"1,185,697","1,142,431","43,266",3.6
 CN3200500000000 ,32,5," Douglas County, NV                       ",   Feb-20  ,"23,909","23,005",904,3.8
 CN3200700000000 ,32,7," Elko County, NV                          ",   Feb-20  ,"27,973","27,131",842,3
 CN3200900000000 ,32,9," Esmeralda County, NV                     ",   Feb-20  ,440,423,17,3.9
 CN3201100000000 ,32,11," Eureka County, NV                        ",   Feb-20  ,"1,139","1,115",24,2.1
 CN3201300000000 ,32,13," Humboldt County, NV                      ",   Feb-20  ,"8,475","8,214",261,3.1
 CN3201500000000 ,32,15," Lander County, NV                        ",   Feb-20  ,"3,294","3,179",115,3.5
 CN3201700000000 ,32,17," Lincoln County, NV                       ",   Feb-20  ,"2,137","2,060",77,3.6
 CN3201900000000 ,32,19," Lyon County, NV                          ",   Feb-20  ,"23,932","22,801","1,131",4.7
 CN3202100000000 ,32,21," Mineral County, NV                       ",   Feb-20  ,"2,230","2,154",76,3.4
 CN3202300000000 ,32,23," Nye County, NV                           ",   Feb-20  ,"18,366","17,519",847,4.6
 CN3202700000000 ,32,27," Pershing County, NV                      ",   Feb-20  ,"2,687","2,580",107,4
 CN3202900000000 ,32,29," Storey County, NV                        ",   Feb-20  ,"2,139","2,062",77,3.6
 CN3203100000000 ,32,31," Washoe County, NV                        ",   Feb-20  ,"265,585","257,456","8,129",3.1
 CN3203300000000 ,32,33," White Pine County, NV                    ",   Feb-20  ,"4,759","4,609",150,3.2
 CN3251000000000 ,32,510," Carson City, NV                          ",   Feb-20  ,"27,058","26,003","1,055",3.9
 CN3300100000000 ,33,1," Belknap County, NH                       ",   Feb-20  ,"30,954","30,017",937,3
 CN3300300000000 ,33,3," Carroll County, NH                       ",   Feb-20  ,"23,587","22,866",721,3.1
 CN3300500000000 ,33,5," Cheshire County, NH                      ",   Feb-20  ,"40,901","39,663","1,238",3
 CN3300700000000 ,33,7," Coos County, NH                          ",   Feb-20  ,"14,499","13,911",588,4.1
 CN3300900000000 ,33,9," Grafton County, NH                       ",   Feb-20  ,"49,745","48,499","1,246",2.5
 CN3301100000000 ,33,11," Hillsborough County, NH                  ",   Feb-20  ,"243,906","236,464","7,442",3.1
 CN3301300000000 ,33,13," Merrimack County, NH                     ",   Feb-20  ,"84,112","81,979","2,133",2.5
 CN3301500000000 ,33,15," Rockingham County, NH                    ",   Feb-20  ,"187,853","181,816","6,037",3.2
 CN3301700000000 ,33,17," Strafford County, NH                     ",   Feb-20  ,"75,049","73,050","1,999",2.7
 CN3301900000000 ,33,19," Sullivan County, NH                      ",   Feb-20  ,"23,104","22,500",604,2.6
 CN3400100000000 ,34,1," Atlantic County, NJ                      ",   Feb-20  ,"122,716","115,411","7,305",6
 CN3400300000000 ,34,3," Bergen County, NJ                        ",   Feb-20  ,"495,624","479,815","15,809",3.2
 CN3400500000000 ,34,5," Burlington County, NJ                    ",   Feb-20  ,"236,492","228,161","8,331",3.5
 CN3400700000000 ,34,7," Camden County, NJ                        ",   Feb-20  ,"259,508","248,370","11,138",4.3
 CN3400900000000 ,34,9," Cape May County, NJ                      ",   Feb-20  ,"41,003","36,194","4,809",11.7
 CN3401100000000 ,34,11," Cumberland County, NJ                    ",   Feb-20  ,"66,545","62,276","4,269",6.4
 CN3401300000000 ,34,13," Essex County, NJ                         ",   Feb-20  ,"378,802","360,940","17,862",4.7
 CN3401500000000 ,34,15," Gloucester County, NJ                    ",   Feb-20  ,"154,016","147,756","6,260",4.1
 CN3401700000000 ,34,17," Hudson County, NJ                        ",   Feb-20  ,"370,740","358,029","12,711",3.4
 CN3401900000000 ,34,19," Hunterdon County, NJ                     ",   Feb-20  ,"66,051","63,939","2,112",3.2
 CN3402100000000 ,34,21," Mercer County, NJ                        ",   Feb-20  ,"208,602","201,511","7,091",3.4
 CN3402300000000 ,34,23," Middlesex County, NJ                     ",   Feb-20  ,"444,620","429,558","15,062",3.4
 CN3402500000000 ,34,25," Monmouth County, NJ                      ",   Feb-20  ,"333,733","321,806","11,927",3.6
 CN3402700000000 ,34,27," Morris County, NJ                        ",   Feb-20  ,"262,681","254,502","8,179",3.1
 CN3402900000000 ,34,29," Ocean County, NJ                         ",   Feb-20  ,"283,859","271,583","12,276",4.3
 CN3403100000000 ,34,31," Passaic County, NJ                       ",   Feb-20  ,"249,891","237,987","11,904",4.8
 CN3403300000000 ,34,33," Salem County, NJ                         ",   Feb-20  ,"29,520","27,889","1,631",5.5
 CN3403500000000 ,34,35," Somerset County, NJ                      ",   Feb-20  ,"174,954","169,197","5,757",3.3
 CN3403700000000 ,34,37," Sussex County, NJ                        ",   Feb-20  ,"76,091","72,934","3,157",4.1
 CN3403900000000 ,34,39," Union County, NJ                         ",   Feb-20  ,"283,576","272,071","11,505",4.1
 CN3404100000000 ,34,41," Warren County, NJ                        ",   Feb-20  ,"56,990","54,729","2,261",4
 CN3500100000000 ,35,1," Bernalillo County, NM                    ",   Feb-20  ,"338,477","323,239","15,238",4.5
 CN3500300000000 ,35,3," Catron County, NM                        ",   Feb-20  ,"1,119","1,025",94,8.4
 CN3500500000000 ,35,5," Chaves County, NM                        ",   Feb-20  ,"27,936","26,591","1,345",4.8
 CN3500600000000 ,35,6," Cibola County, NM                        ",   Feb-20  ,"8,992","8,404",588,6.5
 CN3500700000000 ,35,7," Colfax County, NM                        ",   Feb-20  ,"5,360","5,106",254,4.7
 CN3500900000000 ,35,9," Curry County, NM                         ",   Feb-20  ,"22,371","21,494",877,3.9
 CN3501100000000 ,35,11," De Baca County, NM                       ",   Feb-20  ,704,674,30,4.3
 CN3501300000000 ,35,13," Dona Ana County, NM                      ",   Feb-20  ,"99,621","93,351","6,270",6.3
 CN3501500000000 ,35,15," Eddy County, NM                          ",   Feb-20  ,"35,801","34,645","1,156",3.2
 CN3501700000000 ,35,17," Grant County, NM                         ",   Feb-20  ,"12,351","11,751",600,4.9
