"Labor force data by county, not seasonally adjusted, February 2021-March 2022(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
  LAUS Area Code ,--------------,                Area Title                ,   Period  ,    Labor   ,  Employed  ,--------------------,,
                 , State, County,                                          ,           ,    Force   ,            ,   Level  ,   Rate
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
 CN2115100000000 ,21,151," Madison County, KY                       ",   Mar-21  ,"46,144","44,033","2,111",4.6
 CN2115300000000 ,21,153," Magoffin County, KY                      ",   Mar-21  ,"3,254","2,806",448,13.8
 CN2115500000000 ,21,155," Marion County, KY                        ",   Mar-21  ,"9,273","8,841",432,4.7
 CN2115700000000 ,21,157," Marshall County, KY                      ",   Mar-21  ,"14,436","13,693",743,5.1
 CN2115900000000 ,21,159," Martin County, KY                        ",   Mar-21  ,"2,411","2,182",229,9.5
 CN2116100000000 ,21,161," Mason County, KY                         ",   Mar-21  ,"6,809","6,399",410,6
 CN2116300000000 ,21,163," Meade County, KY                         ",   Mar-21  ,"11,601","10,977",624,5.4
 CN2116500000000 ,21,165," Menifee County, KY                       ",   Mar-21  ,"2,312","2,110",202,8.7
 CN2116700000000 ,21,167," Mercer County, KY                        ",   Mar-21  ,"9,904","9,393",511,5.2
 CN2116900000000 ,21,169," Metcalfe County, KY                      ",   Mar-21  ,"3,964","3,738",226,5.7
 CN2117100000000 ,21,171," Monroe County, KY                        ",   Mar-21  ,"4,569","4,367",202,4.4
 CN2117300000000 ,21,173," Montgomery County, KY                    ",   Mar-21  ,"11,454","10,768",686,6
 CN2117500000000 ,21,175," Morgan County, KY                        ",   Mar-21  ,"4,325","4,033",292,6.8
 CN2117700000000 ,21,177," Muhlenberg County, KY                    ",   Mar-21  ,"9,820","9,111",709,7.2
 CN2117900000000 ,21,179," Nelson County, KY                        ",   Mar-21  ,"22,909","21,875","1,034",4.5
 CN2118100000000 ,21,181," Nicholas County, KY                      ",   Mar-21  ,"3,282","3,123",159,4.8
 CN2118300000000 ,21,183," Ohio County, KY                          ",   Mar-21  ,"9,082","8,538",544,6
 CN2118500000000 ,21,185," Oldham County, KY                        ",   Mar-21  ,"32,936","31,621","1,315",4
 CN2118700000000 ,21,187," Owen County, KY                          ",   Mar-21  ,"5,030","4,788",242,4.8
 CN2118900000000 ,21,189," Owsley County, KY                        ",   Mar-21  ,"1,067",981,86,8.1
 CN2119100000000 ,21,191," Pendleton County, KY                     ",   Mar-21  ,"6,862","6,542",320,4.7
 CN2119300000000 ,21,193," Perry County, KY                         ",   Mar-21  ,"7,969","7,425",544,6.8
 CN2119500000000 ,21,195," Pike County, KY                          ",   Mar-21  ,"19,386","18,055","1,331",6.9
 CN2119700000000 ,21,197," Powell County, KY                        ",   Mar-21  ,"5,008","4,732",276,5.5
 CN2119900000000 ,21,199," Pulaski County, KY                       ",   Mar-21  ,"25,783","24,349","1,434",5.6
 CN2120100000000 ,21,201," Robertson County, KY                     ",   Mar-21  ,770,735,35,4.5
 CN2120300000000 ,21,203," Rockcastle County, KY                    ",   Mar-21  ,"6,383","6,038",345,5.4
 CN2120500000000 ,21,205," Rowan County, KY                         ",   Mar-21  ,"10,051","9,470",581,5.8
 CN2120700000000 ,21,207," Russell County, KY                       ",   Mar-21  ,"6,078","5,706",372,6.1
 CN2120900000000 ,21,209," Scott County, KY                         ",   Mar-21  ,"29,463","28,245","1,218",4.1
 CN2121100000000 ,21,211," Shelby County, KY                        ",   Mar-21  ,"25,524","24,513","1,011",4
 CN2121300000000 ,21,213," Simpson County, KY                       ",   Mar-21  ,"8,828","8,422",406,4.6
 CN2121500000000 ,21,215," Spencer County, KY                       ",   Mar-21  ,"10,418","10,004",414,4
 CN2121700000000 ,21,217," Taylor County, KY                        ",   Mar-21  ,"12,410","11,882",528,4.3
 CN2121900000000 ,21,219," Todd County, KY                          ",   Mar-21  ,"5,431","5,221",210,3.9
 CN2122100000000 ,21,221," Trigg County, KY                         ",   Mar-21  ,"5,972","5,635",337,5.6
 CN2122300000000 ,21,223," Trimble County, KY                       ",   Mar-21  ,"3,793","3,597",196,5.2
 CN2122500000000 ,21,225," Union County, KY                         ",   Mar-21  ,"5,959","5,685",274,4.6
 CN2122700000000 ,21,227," Warren County, KY                        ",   Mar-21  ,"64,314","61,367","2,947",4.6
 CN2122900000000 ,21,229," Washington County, KY                    ",   Mar-21  ,"6,117","5,858",259,4.2
 CN2123100000000 ,21,231," Wayne County, KY                         ",   Mar-21  ,"7,440","7,035",405,5.4
 CN2123300000000 ,21,233," Webster County, KY                       ",   Mar-21  ,"5,302","5,034",268,5.1
 CN2123500000000 ,21,235," Whitley County, KY                       ",   Mar-21  ,"14,072","13,307",765,5.4
 CN2123700000000 ,21,237," Wolfe County, KY                         ",   Mar-21  ,"2,200","2,049",151,6.9
 CN2123900000000 ,21,239," Woodford County, KY                      ",   Mar-21  ,"14,613","14,048",565,3.9
 CN2200100000000 ,22,1," Acadia Parish, LA                        ",   Mar-21  ,"23,338","22,107","1,231",5.3
 CN2200300000000 ,22,3," Allen Parish, LA                         ",   Mar-21  ,"8,055","7,589",466,5.8
 CN2200500000000 ,22,5," Ascension Parish, LA                     ",   Mar-21  ,"64,323","61,597","2,726",4.2
 CN2200700000000 ,22,7," Assumption Parish, LA                    ",   Mar-21  ,"8,710","8,091",619,7.1
 CN2200900000000 ,22,9," Avoyelles Parish, LA                     ",   Mar-21  ,"14,746","13,973",773,5.2
 CN2201100000000 ,22,11," Beauregard Parish, LA                    ",   Mar-21  ,"14,437","13,802",635,4.4
 CN2201300000000 ,22,13," Bienville Parish, LA                     ",   Mar-21  ,"5,249","4,945",304,5.8
 CN2201500000000 ,22,15," Bossier Parish, LA                       ",   Mar-21  ,"56,464","54,222","2,242",4
 CN2201700000000 ,22,17," Caddo Parish, LA                         ",   Mar-21  ,"100,412","94,075","6,337",6.3
 CN2201900000000 ,22,19," Calcasieu Parish, LA                     ",   Mar-21  ,"93,146","87,358","5,788",6.2
 CN2202100000000 ,22,21," Caldwell Parish, LA                      ",   Mar-21  ,"3,698","3,516",182,4.9
 CN2202300000000 ,22,23," Cameron Parish, LA                       ",   Mar-21  ,"3,391","3,261",130,3.8
 CN2202500000000 ,22,25," Catahoula Parish, LA                     ",   Mar-21  ,"3,442","3,251",191,5.5
 CN2202700000000 ,22,27," Claiborne Parish, LA                     ",   Mar-21  ,"5,457","5,172",285,5.2
 CN2202900000000 ,22,29," Concordia Parish, LA                     ",   Mar-21  ,"6,870","6,443",427,6.2
 CN2203100000000 ,22,31," De Soto Parish, LA                       ",   Mar-21  ,"10,647","10,095",552,5.2
 CN2203300000000 ,22,33," East Baton Rouge Parish, LA              ",   Mar-21  ,"225,624","213,905","11,719",5.2
 CN2203500000000 ,22,35," East Carroll Parish, LA                  ",   Mar-21  ,"1,759","1,578",181,10.3
 CN2203700000000 ,22,37," East Feliciana Parish, LA                ",   Mar-21  ,"7,612","7,263",349,4.6
 CN2203900000000 ,22,39," Evangeline Parish, LA                    ",   Mar-21  ,"12,168","11,499",669,5.5
 CN2204100000000 ,22,41," Franklin Parish, LA                      ",   Mar-21  ,"7,405","6,942",463,6.3
 CN2204300000000 ,22,43," Grant Parish, LA                         ",   Mar-21  ,"8,158","7,816",342,4.2
 CN2204500000000 ,22,45," Iberia Parish, LA                        ",   Mar-21  ,"27,552","25,524","2,028",7.4
 CN2204700000000 ,22,47," Iberville Parish, LA                     ",   Mar-21  ,"13,527","12,577",950,7
 CN2204900000000 ,22,49," Jackson Parish, LA                       ",   Mar-21  ,"6,642","6,388",254,3.8
 CN2205100000000 ,22,51," Jefferson Parish, LA                     ",   Mar-21  ,"206,660","194,405","12,255",5.9
 CN2205300000000 ,22,53," Jefferson Davis Parish, LA               ",   Mar-21  ,"12,405","11,762",643,5.2
 CN2205500000000 ,22,55," Lafayette Parish, LA                     ",   Mar-21  ,"114,224","108,835","5,389",4.7
 CN2205700000000 ,22,57," Lafourche Parish, LA                     ",   Mar-21  ,"41,236","39,376","1,860",4.5
 CN2205900000000 ,22,59," LaSalle Parish, LA                       ",   Mar-21  ,"6,781","6,546",235,3.5
 CN2206100000000 ,22,61," Lincoln Parish, LA                       ",   Mar-21  ,"21,101","20,194",907,4.3
 CN2206300000000 ,22,63," Livingston Parish, LA                    ",   Mar-21  ,"68,845","66,176","2,669",3.9
 CN2206500000000 ,22,65," Madison Parish, LA                       ",   Mar-21  ,"3,466","3,220",246,7.1
 CN2206700000000 ,22,67," Morehouse Parish, LA                     ",   Mar-21  ,"9,795","9,041",754,7.7
 CN2206900000000 ,22,69," Natchitoches Parish, LA                  ",   Mar-21  ,"16,441","15,673",768,4.7
 CN2207100000000 ,22,71," Orleans Parish, LA                       ",   Mar-21  ,"176,046","161,764","14,282",8.1
 CN2207300000000 ,22,73," Ouachita Parish, LA                      ",   Mar-21  ,"69,134","65,499","3,635",5.3
 CN2207500000000 ,22,75," Plaquemines Parish, LA                   ",   Mar-21  ,"9,475","9,050",425,4.5
 CN2207700000000 ,22,77," Pointe Coupee Parish, LA                 ",   Mar-21  ,"9,496","8,947",549,5.8
 CN2207900000000 ,22,79," Rapides Parish, LA                       ",   Mar-21  ,"54,953","52,699","2,254",4.1
 CN2208100000000 ,22,81," Red River Parish, LA                     ",   Mar-21  ,"3,638","3,464",174,4.8
 CN2208300000000 ,22,83," Richland Parish, LA                      ",   Mar-21  ,"7,943","7,505",438,5.5
 CN2208500000000 ,22,85," Sabine Parish, LA                        ",   Mar-21  ,"9,225","8,862",363,3.9
 CN2208700000000 ,22,87," St. Bernard Parish, LA                   ",   Mar-21  ,"19,775","18,430","1,345",6.8
 CN2208900000000 ,22,89," St. Charles Parish, LA                   ",   Mar-21  ,"24,138","22,956","1,182",4.9
 CN2209100000000 ,22,91," St. Helena Parish, LA                    ",   Mar-21  ,"4,220","3,841",379,9
 CN2209300000000 ,22,93," St. James Parish, LA                     ",   Mar-21  ,"8,754","8,111",643,7.3
 CN2209500000000 ,22,95," St. John the Baptist Parish, LA          ",   Mar-21  ,"18,911","17,359","1,552",8.2
 CN2209700000000 ,22,97," St. Landry Parish, LA                    ",   Mar-21  ,"31,911","29,827","2,084",6.5
 CN2209900000000 ,22,99," St. Martin Parish, LA                    ",   Mar-21  ,"21,712","20,406","1,306",6
 CN2210100000000 ,22,101," St. Mary Parish, LA                      ",   Mar-21  ,"18,861","17,532","1,329",7
 CN2210300000000 ,22,103," St. Tammany Parish, LA                   ",   Mar-21  ,"116,089","111,546","4,543",3.9
 CN2210500000000 ,22,105," Tangipahoa Parish, LA                    ",   Mar-21  ,"55,956","52,426","3,530",6.3
 CN2210700000000 ,22,107," Tensas Parish, LA                        ",   Mar-21  ,"1,318","1,231",87,6.6
 CN2210900000000 ,22,109," Terrebonne Parish, LA                    ",   Mar-21  ,"45,536","43,012","2,524",5.5
 CN2211100000000 ,22,111," Union Parish, LA                         ",   Mar-21  ,"8,984","8,502",482,5.4
 CN2211300000000 ,22,113," Vermilion Parish, LA                     ",   Mar-21  ,"23,784","22,464","1,320",5.5
 CN2211500000000 ,22,115," Vernon Parish, LA                        ",   Mar-21  ,"15,963","15,244",719,4.5
 CN2211700000000 ,22,117," Washington Parish, LA                    ",   Mar-21  ,"16,818","15,792","1,026",6.1
 CN2211900000000 ,22,119," Webster Parish, LA                       ",   Mar-21  ,"13,868","13,077",791,5.7
 CN2212100000000 ,22,121," West Baton Rouge Parish, LA              ",   Mar-21  ,"13,552","12,853",699,5.2
 CN2212300000000 ,22,123," West Carroll Parish, LA                  ",   Mar-21  ,"3,521","3,266",255,7.2
 CN2212500000000 ,22,125," West Feliciana Parish, LA                ",   Mar-21  ,"5,218","5,027",191,3.7
 CN2212700000000 ,22,127," Winn Parish, LA                          ",   Mar-21  ,"4,594","4,354",240,5.2
 CN2300100000000 ,23,1," Androscoggin County, ME                  ",   Mar-21  ,"54,645","51,736","2,909",5.3
 CN2300300000000 ,23,3," Aroostook County, ME                     ",   Mar-21  ,"29,367","27,596","1,771",6
 CN2300500000000 ,23,5," Cumberland County, ME                    ",   Mar-21  ,"160,300","153,093","7,207",4.5
 CN2300700000000 ,23,7," Franklin County, ME                      ",   Mar-21  ,"14,208","13,425",783,5.5
 CN2300900000000 ,23,9," Hancock County, ME                       ",   Mar-21  ,"26,993","25,109","1,884",7
 CN2301100000000 ,23,11," Kennebec County, ME                      ",   Mar-21  ,"61,635","58,724","2,911",4.7
 CN2301300000000 ,23,13," Knox County, ME                          ",   Mar-21  ,"19,441","18,359","1,082",5.6
 CN2301500000000 ,23,15," Lincoln County, ME                       ",   Mar-21  ,"16,142","15,226",916,5.7
 CN2301700000000 ,23,17," Oxford County, ME                        ",   Mar-21  ,"26,558","24,815","1,743",6.6
 CN2301900000000 ,23,19," Penobscot County, ME                     ",   Mar-21  ,"74,976","71,005","3,971",5.3
 CN2302100000000 ,23,21," Piscataquis County, ME                   ",   Mar-21  ,"7,535","7,098",437,5.8
 CN2302300000000 ,23,23," Sagadahoc County, ME                     ",   Mar-21  ,"19,004","18,170",834,4.4
 CN2302500000000 ,23,25," Somerset County, ME                      ",   Mar-21  ,"22,360","20,817","1,543",6.9
 CN2302700000000 ,23,27," Waldo County, ME                         ",   Mar-21  ,"20,001","18,906","1,095",5.5
 CN2302900000000 ,23,29," Washington County, ME                    ",   Mar-21  ,"13,443","12,367","1,076",8
 CN2303100000000 ,23,31," York County, ME                          ",   Mar-21  ,"110,973","104,521","6,452",5.8
 CN2400100000000 ,24,1," Allegany County, MD                      ",   Mar-21  ,"30,447","28,378","2,069",6.8
 CN2400300000000 ,24,3," Anne Arundel County, MD                  ",   Mar-21  ,"309,554","294,474","15,080",4.9
 CN2400500000000 ,24,5," Baltimore County, MD                     ",   Mar-21  ,"441,365","414,991","26,374",6
 CN2400900000000 ,24,9," Calvert County, MD                       ",   Mar-21  ,"48,263","46,114","2,149",4.5
 CN2401100000000 ,24,11," Caroline County, MD                      ",   Mar-21  ,"17,532","16,689",843,4.8
 CN2401300000000 ,24,13," Carroll County, MD                       ",   Mar-21  ,"92,997","89,117","3,880",4.2
 CN2401500000000 ,24,15," Cecil County, MD                         ",   Mar-21  ,"52,500","49,721","2,779",5.3
 CN2401700000000 ,24,17," Charles County, MD                       ",   Mar-21  ,"85,448","80,429","5,019",5.9
 CN2401900000000 ,24,19," Dorchester County, MD                    ",   Mar-21  ,"16,022","15,072",950,5.9
 CN2402100000000 ,24,21," Frederick County, MD                     ",   Mar-21  ,"133,462","127,007","6,455",4.8
 CN2402300000000 ,24,23," Garrett County, MD                       ",   Mar-21  ,"15,363","14,477",886,5.8
 CN2402500000000 ,24,25," Harford County, MD                       ",   Mar-21  ,"137,920","131,097","6,823",4.9
 CN2402700000000 ,24,27," Howard County, MD                        ",   Mar-21  ,"184,673","176,476","8,197",4.4
 CN2402900000000 ,24,29," Kent County, MD                          ",   Mar-21  ,"9,645","9,109",536,5.6
 CN2403100000000 ,24,31," Montgomery County, MD                    ",   Mar-21  ,"543,223","512,398","30,825",5.7
 CN2403300000000 ,24,33," Prince George's County, MD               ",   Mar-21  ,"499,661","461,002","38,659",7.7
 CN2403500000000 ,24,35," Queen Anne's County, MD                  ",   Mar-21  ,"27,629","26,412","1,217",4.4
 CN2403700000000 ,24,37," St. Mary's County, MD                    ",   Mar-21  ,"57,501","55,069","2,432",4.2
 CN2403900000000 ,24,39," Somerset County, MD                      ",   Mar-21  ,"8,595","7,940",655,7.6
 CN2404100000000 ,24,41," Talbot County, MD                        ",   Mar-21  ,"17,439","16,475",964,5.5
 CN2404300000000 ,24,43," Washington County, MD                    ",   Mar-21  ,"72,090","68,184","3,906",5.4
 CN2404500000000 ,24,45," Wicomico County, MD                      ",   Mar-21  ,"48,509","45,254","3,255",6.7
 CN2404700000000 ,24,47," Worcester County, MD                     ",   Mar-21  ,"24,557","22,120","2,437",9.9
 CN2451000000000 ,24,510," Baltimore city, MD                       ",   Mar-21  ,"275,230","253,183","22,047",8
